question_id,type,subtype,question_created_at,question_updated_at
ebf09080-8d34-4567-a15c-f556de308283,LONELINESS_SCALE,ISOLATED,2021-12-14 12:43:51,2021-12-14 12:50:20
898bd2b4-ac7d-4785-84fb-96467e6ade74,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DAYS_PER_MONTH,2021-12-14 12:43:51,2021-12-14 16:49:11
02066c6c-cf8f-4c09-bd1a-d8720d112f1b,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DRINKS_PER_DAY,2021-12-14 12:43:51,2021-12-14 16:49:13
1d40ea81-d385-4644-87eb-4d0b5879d641,SUBSTANCE_USE_AUDIT_C2,HIGH_ALCOHOL_CONSUMPTION,2021-12-14 12:43:51,2021-12-14 16:49:14
67c7ddc4-6c0a-4e4d-bea1-f706322a4858,SUBSTANCE_USE_AUDIT_C2,MARIJUANA_CONSUMPTION,2021-12-14 12:43:51,2021-12-14 16:49:16
0536fe62-afe2-493d-8dc6-1cb359d7ae72,SUBSTANCE_USE_AUDIT_C2,DRUGS_CONSUMPTION,2021-12-14 12:43:51,2021-12-14 16:49:17
0980c9e5-77d5-407a-98ed-f3350d3d40a3,UNHEALTHY_DAYS_REDUCTION,PHYSICAL,2021-12-14 12:43:51,2021-12-14 16:49:21
150eafdc-3ec5-478b-945a-7b1a5ddff836,UNHEALTHY_DAYS_REDUCTION,MENTAL,2021-12-14 12:43:51,2021-12-14 16:49:22
f63986d8-5aa7-4d6c-bd3c-1bdd65007ec3,DEMOGRAPHICS,AGE,2021-12-14 12:43:51,2021-12-14 16:49:26
b1f457c1-ef93-4843-8b91-055fe1b4d759,DEMOGRAPHICS,GENDER,2021-12-14 12:43:51,2021-12-14 16:49:29
60537800-d56d-4bb6-a71e-4f40e1879396,DEMOGRAPHICS,RACE,2021-12-14 12:43:51,2021-12-14 16:49:31
d9de9164-7df8-48e6-9cf9-14444d970cac,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2021-12-06 10:40:59,2021-12-06 10:44:15
895de6d4-cc9b-4d40-94f2-5ad88014ff09,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2021-12-06 10:40:59,2021-12-06 10:44:16
5472b64a-1093-4dc3-ae2c-0be3be463984,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2021-12-06 10:40:59,2021-12-06 10:44:17
fda5dca8-90c6-4308-aa4a-024347bfb634,LONELINESS_SCALE,LACK_COMPANIONSHIP,2021-12-06 10:40:59,2021-12-06 10:44:19
acbe582f-bcd6-420c-b158-a5d977b713a4,LONELINESS_SCALE,LEFT_OUT,2021-12-06 10:40:59,2021-12-06 10:44:19
fab2841d-f57f-4f2a-8f8f-2ea72708f33e,LONELINESS_SCALE,ISOLATED,2021-12-06 10:40:59,2021-12-06 10:44:20
bad4903e-bce0-4aed-885d-71354dc251b4,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DAYS_PER_MONTH,2021-12-06 10:40:59,2021-12-06 10:44:21
c385b747-3bf1-43a1-a3a7-edb580a1ce9d,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DRINKS_PER_DAY,2021-12-06 10:40:59,2021-12-06 10:44:22
cfed0df9-6d15-46bb-94d1-d04cfef65de5,SUBSTANCE_USE_AUDIT_C2,HIGH_ALCOHOL_CONSUMPTION,2021-12-06 10:40:59,2021-12-06 10:44:23
e00e5ef5-4607-41b3-bad1-7da332a99c27,SUBSTANCE_USE_AUDIT_C2,MARIJUANA_CONSUMPTION,2021-12-06 10:40:59,2021-12-06 10:44:24
478b23ac-6e68-4e08-90f8-4de2901fb8c1,SUBSTANCE_USE_AUDIT_C2,DRUGS_CONSUMPTION,2021-12-06 10:40:59,2021-12-06 10:44:25
d2e6c4a9-a0bb-4939-b994-1411b05763f0,UNHEALTHY_DAYS_REDUCTION,PHYSICAL,2021-12-06 10:40:59,2021-12-06 10:44:28
54759cf8-f79b-438f-86af-4647f0087bf5,UNHEALTHY_DAYS_REDUCTION,MENTAL,2021-12-06 10:40:59,2021-12-06 10:44:29
853f103a-79f6-42b3-9f02-d667a60d4446,DEMOGRAPHICS,AGE,2021-12-06 10:40:59,2021-12-06 10:44:43
bf6a322b-4a2c-4e5f-964c-520f289bf7c3,DEMOGRAPHICS,GENDER,2021-12-06 10:40:59,2021-12-06 10:44:45
022dc919-e5c8-488e-a72b-e3d6cd1e529a,DEMOGRAPHICS,RACE,2021-12-06 10:40:59,2021-12-06 10:44:49
bba7fb1b-cfcd-45f3-8e9c-327076d625f7,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2021-12-10 12:54:10,2021-12-10 12:54:54
98303e3f-1462-4ff2-9365-0306e2a80fd8,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2021-12-10 12:54:10,2021-12-10 12:54:57
25c9ee4c-0fd1-40b2-9ffb-975dce7c91eb,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2021-12-10 12:54:10,2021-12-10 12:54:58
8b7e6746-ce94-4e7d-a8fe-8a44bdf06e1a,LONELINESS_SCALE,LACK_COMPANIONSHIP,2021-12-10 12:54:10,2021-12-10 12:55:02
e08f909b-3547-4f65-8450-b3ab39ea5665,LONELINESS_SCALE,LEFT_OUT,2021-12-10 12:54:10,2021-12-10 12:55:03
351aa77c-a55a-4134-a935-8941fd604d0a,LONELINESS_SCALE,ISOLATED,2021-12-10 12:54:10,2021-12-10 12:55:05
c7734a19-d655-4100-833d-2653f706ac12,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DAYS_PER_MONTH,2021-12-10 12:54:10,2021-12-10 12:55:07
239dfab2-3126-4d09-b74f-e39c8b9835c2,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DRINKS_PER_DAY,2021-12-10 12:54:10,2021-12-10 12:55:09
49e0c71f-b4e3-4b13-a1f5-0874349203ad,SUBSTANCE_USE_AUDIT_C2,HIGH_ALCOHOL_CONSUMPTION,2021-12-10 12:54:10,2021-12-10 12:55:11
967386de-8337-40b1-a1d3-13ced6fbd06b,SUBSTANCE_USE_AUDIT_C2,MARIJUANA_CONSUMPTION,2021-12-10 12:54:10,2021-12-10 12:55:12
b520be30-adcc-4985-9779-3179cf8c9e38,SUBSTANCE_USE_AUDIT_C2,DRUGS_CONSUMPTION,2021-12-10 12:54:10,2021-12-10 12:55:15
78c5c3c5-4553-453c-9936-563e93245890,UNHEALTHY_DAYS_REDUCTION,PHYSICAL,2021-12-10 12:54:10,2021-12-10 12:55:19
ebea1034-d1ea-420d-9212-1f4c05dc95f9,UNHEALTHY_DAYS_REDUCTION,MENTAL,2021-12-10 12:54:10,2021-12-10 12:55:22
209c5ef9-a52b-4084-a5ae-61e595f2afa8,DEMOGRAPHICS,AGE,2021-12-10 12:54:10,2021-12-10 12:55:26
b18e74a9-8128-49bd-8f4d-c614c5c599bd,DEMOGRAPHICS,GENDER,2021-12-10 12:54:10,2021-12-10 12:55:29
a2cf8fb9-14c9-4067-af4c-66b693664b5b,DEMOGRAPHICS,RACE,2021-12-10 12:54:10,2021-12-10 12:55:35
cadd19dd-94cf-4a47-9d8f-cd89c3e17ccb,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2021-12-06 08:10:41,2021-12-06 08:12:32
58acf379-6dff-4fe2-a852-f2d731b6962f,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2021-12-06 08:10:41,2021-12-06 08:12:32
4b86b677-187c-49da-8f52-7629ce5aab3f,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2021-12-06 08:10:41,2021-12-06 08:12:33
6832e9f2-e631-4db2-9cb4-be3dea4d5a60,LONELINESS_SCALE,LACK_COMPANIONSHIP,2021-12-06 08:10:41,2021-12-06 08:12:33
2e50048c-cbe2-482e-89c9-79e17a0215f7,LONELINESS_SCALE,LEFT_OUT,2021-12-06 08:10:41,2021-12-06 08:12:34
5f190998-4184-4579-badd-631e50b65994,LONELINESS_SCALE,ISOLATED,2021-12-06 08:10:41,2021-12-06 08:12:34
910cf246-1d8e-4586-93a0-ce4466b22122,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DAYS_PER_MONTH,2021-12-06 08:10:41,2021-12-06 08:12:35
c9cf77d7-dc64-417f-a5e9-6d693c9edf2e,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DRINKS_PER_DAY,2021-12-06 08:10:41,2021-12-06 08:12:36
e7554777-c93e-41d8-a03b-748203b16e70,SUBSTANCE_USE_AUDIT_C2,HIGH_ALCOHOL_CONSUMPTION,2021-12-06 08:10:41,2021-12-06 08:12:37
6b8d9715-5856-438d-89d6-79d0d79308ee,SUBSTANCE_USE_AUDIT_C2,MARIJUANA_CONSUMPTION,2021-12-06 08:10:41,2021-12-06 08:12:37
9fa294bd-c670-4504-bbca-fb430853a363,SUBSTANCE_USE_AUDIT_C2,DRUGS_CONSUMPTION,2021-12-06 08:10:41,2021-12-06 08:12:39
918687c9-b261-4cb1-8020-75597a99b766,UNHEALTHY_DAYS_REDUCTION,PHYSICAL,2021-12-06 08:10:41,2021-12-06 08:12:45
efb9094c-8421-41e8-aaf5-6ee4c781162e,UNHEALTHY_DAYS_REDUCTION,MENTAL,2021-12-06 08:10:41,2021-12-06 08:12:47
a0de74f6-183c-421a-8d62-e559dc4e9591,DEMOGRAPHICS,AGE,2021-12-06 08:10:41,2021-12-06 08:12:51
13477d54-c95c-46a0-b88e-38a7b1a1030c,DEMOGRAPHICS,GENDER,2021-12-06 08:10:41,2021-12-06 08:12:55
dc61754b-4173-4a61-87df-f05f1d94c129,DEMOGRAPHICS,RACE,2021-12-06 08:10:41,2021-12-06 08:12:58
3cb06dc0-cd2f-45c4-826c-9e71861655b1,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2021-12-06 11:11:43,2021-12-06 11:12:09
d223620d-92db-4793-b5cf-ea1498b0a9b3,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2021-12-06 11:11:43,2021-12-06 11:12:11
19adb2be-4c0c-490f-bb6e-85f697d69b01,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2021-12-06 11:11:43,2021-12-06 11:12:13
07d04efe-a4d9-46be-b7d3-e8e85eb24a6c,LONELINESS_SCALE,LACK_COMPANIONSHIP,2021-12-06 11:11:43,2021-12-06 11:12:16
80de2da8-a187-40fc-bdcd-8f728127ed1a,LONELINESS_SCALE,LEFT_OUT,2021-12-06 11:11:43,2021-12-06 11:12:17
df6a0a61-afd1-4203-8d60-6b928eb7b4c7,LONELINESS_SCALE,ISOLATED,2021-12-06 11:11:43,2021-12-06 11:12:19
83f757a8-0984-4b8d-8b36-ac8cd3f026e4,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DAYS_PER_MONTH,2021-12-06 11:11:43,2021-12-06 11:12:20
7164422d-a4c9-49cd-af0c-d8f4c9620da3,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DRINKS_PER_DAY,2021-12-06 11:11:43,2021-12-06 11:12:22
c7a7ff92-94a7-46fd-9a9d-a8c275fb04b0,SUBSTANCE_USE_AUDIT_C2,HIGH_ALCOHOL_CONSUMPTION,2021-12-06 11:11:43,2021-12-06 11:12:23
a18d7133-a34d-45db-9fd5-c28ebd396abc,SUBSTANCE_USE_AUDIT_C2,MARIJUANA_CONSUMPTION,2021-12-06 11:11:43,2021-12-06 11:12:25
bd61bdd9-24a5-42ba-9ede-3b922701eecf,SUBSTANCE_USE_AUDIT_C2,DRUGS_CONSUMPTION,2021-12-06 11:11:43,2021-12-06 11:12:26
0eeb0521-d8e5-4123-bdf6-6d312c8f15a6,UNHEALTHY_DAYS_REDUCTION,PHYSICAL,2021-12-06 11:11:43,2021-12-06 11:12:28
ef24a2fd-a640-4e2c-9915-f7db9af81d31,UNHEALTHY_DAYS_REDUCTION,MENTAL,2021-12-06 11:11:43,2021-12-06 11:12:30
b7aa26a9-9dd9-4a83-a259-8ba5fc8c6693,DEMOGRAPHICS,AGE,2021-12-06 11:11:43,2021-12-06 11:12:35
9f543551-2e7b-42f1-99b1-135bcc6e3742,DEMOGRAPHICS,GENDER,2021-12-06 11:11:43,2021-12-06 11:12:37
afc2ac78-9690-4fdf-bf8e-13f74ef3213e,DEMOGRAPHICS,RACE,2021-12-06 11:11:43,2021-12-06 11:12:39
f2e0978b-d984-47b5-8987-2c4b0eb96751,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2021-12-08 11:58:22,2021-12-08 11:58:35
9b41e06c-db67-48fd-801b-0e9d83022d14,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2021-12-08 11:58:22,2021-12-08 11:58:36
4ed60449-34df-4121-8ea2-7aecc8ecb9c8,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2021-12-08 11:58:22,2021-12-08 11:58:39
f32d05cc-dc12-4caa-9898-a66c4822e585,LONELINESS_SCALE,LACK_COMPANIONSHIP,2021-12-08 11:58:22,2021-12-08 11:58:40
5019b860-473a-4267-ba8f-5a45107456a4,LONELINESS_SCALE,LEFT_OUT,2021-12-08 11:58:22,2021-12-08 11:58:41
5f36cb66-b343-4077-b462-c58be31e6842,LONELINESS_SCALE,ISOLATED,2021-12-08 11:58:22,2021-12-08 11:58:42
979bc46c-5929-480b-ab7a-6ebf65ef402a,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DAYS_PER_MONTH,2021-12-08 11:58:22,2021-12-08 11:58:43
ead3497d-2b91-4d5f-be05-959d6dcee794,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DRINKS_PER_DAY,2021-12-08 11:58:22,2021-12-08 11:58:44
ed19bb6a-bcac-4a29-a1dc-0b67d67d0bb1,SUBSTANCE_USE_AUDIT_C2,HIGH_ALCOHOL_CONSUMPTION,2021-12-08 11:58:22,2021-12-08 11:58:45
e403741a-aa0a-4aae-aebc-16676479f970,SUBSTANCE_USE_AUDIT_C2,MARIJUANA_CONSUMPTION,2021-12-08 11:58:22,2021-12-08 11:58:47
0dee6c5d-7705-499e-ae34-3182fefd53b7,SUBSTANCE_USE_AUDIT_C2,DRUGS_CONSUMPTION,2021-12-08 11:58:22,2021-12-08 11:58:47
badef313-b683-49b9-8eee-89020a23cea6,UNHEALTHY_DAYS_REDUCTION,PHYSICAL,2021-12-08 11:58:22,2021-12-08 11:58:50
43ddf31d-1c54-4e8c-ae1c-b141e638aa1c,UNHEALTHY_DAYS_REDUCTION,MENTAL,2021-12-08 11:58:22,2021-12-08 11:58:51
2763dd1c-cc0b-440f-9d6f-37446a7a07f4,DEMOGRAPHICS,AGE,2021-12-08 11:58:22,2021-12-08 11:58:54
cac7f64b-86ba-45ee-8240-0ed8723a0c5c,DEMOGRAPHICS,GENDER,2021-12-08 11:58:22,2021-12-08 11:58:56
7888338b-6227-403c-a784-e0b485e7463e,DEMOGRAPHICS,RACE,2021-12-08 11:58:22,2021-12-08 11:58:58
0b7a1bab-201f-4869-b004-846e2840720b,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2022-03-30 20:24:06,2022-03-30 20:31:01
5e18d3cf-3c89-437d-9e2b-c8059a37c98c,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2022-03-30 20:24:06,2022-03-30 20:31:01
bf9d8b03-d03e-4cfa-ab99-52187cca2acf,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2022-03-30 20:24:06,2022-03-30 20:31:01
7d397233-d003-41f6-8aec-4a7d4efade5a,LONELINESS_SCALE,LACK_COMPANIONSHIP,2022-03-30 20:24:06,2022-03-30 20:31:01
b2d9afbc-a321-4040-ae5b-6ac5aca88efd,LONELINESS_SCALE,LEFT_OUT,2022-03-30 20:24:06,2022-03-30 20:31:01
208ed1cd-4ee1-4404-a595-5ac2ca204c8c,LONELINESS_SCALE,ISOLATED,2022-03-30 20:24:06,2022-03-30 20:31:01
299868ad-b421-4a5b-b7be-c8a6486f6a0b,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DAYS_PER_MONTH,2022-03-30 20:24:06,2022-03-30 20:31:01
254b62b1-3f9a-46b8-be1e-fdc15edaffb4,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DRINKS_PER_DAY,2022-03-30 20:24:06,2022-03-30 20:31:02
0c99087d-caf0-4bb6-91e6-fa7169ba5d3f,SUBSTANCE_USE_AUDIT_C2,HIGH_ALCOHOL_CONSUMPTION,2022-03-30 20:24:06,2022-03-30 20:31:02
da4be04a-82b9-4070-a30f-a38426ea76f4,SUBSTANCE_USE_AUDIT_C2,MARIJUANA_CONSUMPTION,2022-03-30 20:24:06,2022-03-30 20:31:02
0a8d6ca5-e9c3-4e10-a273-d99d0456f70d,SUBSTANCE_USE_AUDIT_C2,DRUGS_CONSUMPTION,2022-03-30 20:24:06,2022-03-30 20:31:02
16261425-dd62-45a2-bae9-54acffc7fccf,WISDO_IMPACT_LONELINESS,MEANINGFUL_CONNECTIONS,2022-03-30 20:24:06,2022-03-30 20:31:02
ec8c889b-9e9f-452e-a65d-24d930a33338,WISDO_IMPACT_LONELINESS,LESS_ISOLATED,2022-03-30 20:24:06,2022-03-30 20:31:02
b8df135e-b6c2-4ecc-99af-0ff6d8620426,WISDO_SATISFACTION,WILL_YOU_RECOMMEND_WISDO,2022-03-30 20:24:06,2022-03-30 20:31:02
1cfeb660-6bbf-4f62-8449-377945a2f36f,WISDO_SATISFACTION_2,AVAILABLE_IN_COLORADO,2022-03-30 20:24:06,2022-03-30 20:31:02
4d709544-2f54-4f45-8a20-371f2001d9c1,WISDO_SATISFACTION_2,LIKE_ABOUT_WISDO,2022-03-30 20:24:06,2022-03-30 20:31:02
514b20ac-3ebd-45f5-92ba-8ba2e22dbbc7,WISDO_SATISFACTION_2,IMPROVE_WISDO,2022-03-30 20:24:06,2022-03-30 20:31:02
cf731182-e187-4201-97c5-2091c2d6aa16,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2022-03-15 20:42:07,2022-03-15 20:49:59
115a84d8-d729-446a-bb65-3f974059a45c,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2022-03-15 20:42:07,2022-03-15 20:49:59
b6a978a0-f5a6-4b8e-b033-869b87ab625e,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2022-03-15 20:42:07,2022-03-15 20:49:59
d2d45e4c-684a-401d-94d2-454fb654a201,LONELINESS_SCALE,LACK_COMPANIONSHIP,2022-03-15 20:42:07,2022-03-15 20:49:59
a8141211-2993-44e3-9292-ebb233ae43e1,LONELINESS_SCALE,LEFT_OUT,2022-03-15 20:42:07,2022-03-15 20:49:59
a8e5ddd5-b541-4ef5-a7e8-72261bfa40eb,LONELINESS_SCALE,ISOLATED,2022-03-15 20:42:07,2022-03-15 20:49:59
3462399d-eac8-43aa-929c-c78746b96800,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DAYS_PER_MONTH,2022-03-15 20:42:07,2022-03-15 20:49:59
7e06ff2f-1ef3-40f9-9c18-2e0404c4c93e,SUBSTANCE_USE_AUDIT_C2,ALCOHOL_DRINKS_PER_DAY,2022-03-15 20:42:07,2022-03-15 20:49:59
23772c07-b5f4-4023-a7c5-4494d57c981a,SUBSTANCE_USE_AUDIT_C2,HIGH_ALCOHOL_CONSUMPTION,2022-03-15 20:42:07,2022-03-15 20:49:59
c7d9a88b-c7d8-4ebf-bdec-a05b24dce973,SUBSTANCE_USE_AUDIT_C2,MARIJUANA_CONSUMPTION,2022-03-15 20:42:07,2022-03-15 20:49:59
54f81c74-9133-43be-9c69-dec169968a20,SUBSTANCE_USE_AUDIT_C2,DRUGS_CONSUMPTION,2022-03-15 20:42:07,2022-03-15 20:49:59
567c0554-e369-4ee4-8e6c-38b46f059a1f,WISDO_IMPACT_LONELINESS,MEANINGFUL_CONNECTIONS,2022-03-15 20:42:07,2022-03-15 20:49:59
095d07a0-d084-4fce-a368-edf1ea3137e0,WISDO_IMPACT_LONELINESS,LESS_ISOLATED,2022-03-15 20:42:07,2022-03-15 20:49:59
21b93624-ba65-44b8-a2d3-ef30a6c8deee,WISDO_SATISFACTION,WILL_YOU_RECOMMEND_WISDO,2022-03-15 20:42:07,2022-03-15 20:49:59
c856eb56-04c3-4011-af07-f8db9ef460dd,WISDO_SATISFACTION_2,AVAILABLE_IN_COLORADO,2022-03-15 20:42:07,2022-03-15 20:49:59
827f93e9-433c-47b5-a33d-d7cd6767cb34,WISDO_SATISFACTION_2,LIKE_ABOUT_WISDO,2022-03-15 20:42:07,2022-03-15 20:50:14
ab615b70-bc3b-4789-ac20-33efd1062180,WISDO_SATISFACTION_2,IMPROVE_WISDO,2022-03-15 20:42:07,2022-03-15 20:50:14
1a92ea43-18d1-4fca-90ba-92d93d0bb0d4,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2022-04-04 20:17:15,2022-04-04 20:21:56
1cf6493e-78d8-4692-acf9-7e189113eef2,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2022-04-04 20:17:15,2022-04-04 20:21:56
eaf8159e-035f-4c15-b24b-c54fc5cc6904,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2022-04-04 20:17:15,2022-04-04 20:21:56
6b4bf07e-ccf6-4754-b45a-769276b6451c,LONELINESS_SCALE,LACK_COMPANIONSHIP,2022-04-04 20:17:15,2022-04-04 20:21:56
0b9199b3-012d-4f72-919e-dc1fd3d1ab76,LONELINESS_SCALE,LEFT_OUT,2022-04-04 20:17:15,2022-04-04 20:21:56
464ab6da-6947-4d6e-a99d-6317a10422d3,LONELINESS_SCALE,ISOLATED,2022-04-04 20:17:15,2022-04-04 20:21:56
